NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
530095001935,5%,50%,84%,62367,20.84,32%
530096000168,8%,52%,72%,49688,22.74,35%
530099000172,7%,61%,79%,55772,19.69,39%
530108000177,12%,77%,55%,52581,24.08,11%
530108001753,7%,68%,87%,82232,21.45,20%
530108002524,4%,80%,82%,85957,22.86,15%
530111000191,5%,66%,82%,59551,23.28,22%
530111000204,10%,77%,78%,62854,22.37,32%
530114000206,22%,57%,57%,33232,21.06,54%
530117000217,13%,62%,62%,38182,22.59,36%
530120002058,10%,38%,86%,44334,20.35,44%
530123000223,12%,88%,61%,24362,22.72,38%
530126000230,9%,48%,63%,29729,20.64,46%
530129000233,16%,63%,65%,37500,21.50,38%
530132000234,10%,66%,64%,31711,21.28,36%
530135000240,10%,61%,88%,61985,21.20,34%
530141000250,16%,70%,47%,43147,17.32,67%
530141000261,10%,69%,58%,57207,20.15,35%
530144000273,2%,75%,72%,48232,23.01,25%
530159001758,9%,46%,72%,56025,20.03,31%
530163000282,4%,63%,55%,35109,22.23,35%
530180000290,13%,73%,91%,59911,21.20,29%
530201000303,2%,61%,94%,50469,21.11,35%
530204000305,7%,69%,70%,41071,21.40,36%
530207001759,14%,62%,72%,33520,21.30,41%
530228000312,3%,66%,82%,50697,21.76,37%
530231000318,9%,52%,49%,44150,20.81,40%
530237000327,15%,53%,72%,55040,21.18,20%
530240000346,9%,81%,90%,86791,21.89,38%
530240000352,8%,64%,61%,60563,23.08,29%
530240000356,5%,77%,64%,67311,21.37,30%
530240002673,6%,85%,76%,71296,22.96,25%
530246000365,5%,72%,75%,39133,22.57,26%
530249000372,16%,55%,53%,46444,21.42,42%
530261000386,6%,49%,74%,54020,20.59,37%
530267000391,17%,48%,35%,42026,21.15,36%
530267000395,14%,65%,73%,41250,22.37,45%
530267001726,7%,86%,85%,96933,22.96,16%
530270000418,12%,69%,59%,64735,20.86,44%
530270001834,7%,72%,57%,40681,23.74,29%
530270002711,11%,55%,86%,57117,20.20,42%
530270003222,4%,83%,81%,115478,22.25,23%
530282000434,11%,53%,64%,61125,19.88,38%
530282000435,7%,62%,59%,47429,18.83,52%
530282000451,6%,70%,69%,72077,21.06,39%
530282003154,9%,74%,93%,73529,19.32,37%
530285000460,12%,59%,79%,46731,22.40,34%
530288000465,8%,60%,69%,63327,21.50,33%
530291000469,9%,46%,72%,56025,17.98,53%
530294000475,9%,55%,43%,45164,21.45,48%
530294000483,13%,50%,40%,38333,19.32,58%
530297000485,8%,76%,88%,86974,22.01,16%
530309000490,11%,58%,57%,42795,23.67,48%
530313000496,26%,59%,45%,40324,18.00,55%
530315000499,12%,40%,71%,40904,17.12,68%
530318000502,6%,34%,62%,45134,18.13,99%
530321000506,4%,57%,62%,64421,23.60,30%
530351002876,10%,46%,64%,49556,17.47,61%
530354000531,5%,39%,60%,42805,18.39,60%
530354000538,14%,45%,39%,41215,20.57,45%
530354002974,7%,61%,74%,64453,25.62,12%
530354003069,10%,49%,75%,31466,14.85,76%
530354003071,10%,49%,75%,31466,18.42,72%
530354003164,10%,50%,56%,45781,18.52,68%
530354003180,10%,50%,56%,45781,16.32,61%
530354003182,10%,50%,56%,45781,15.54,76%
530357002938,9%,70%,93%,60142,22.01,15%
530366000564,28%,54%,53%,31454,20.81,51%
530375000574,6%,84%,64%,63862,25.99,9%
530375000576,6%,65%,75%,88540,23.86,10%
530375002567,5%,92%,93%,153983,25.62,4%
530381000585,20%,62%,81%,54677,21.03,34%
530393000604,4%,47%,55%,39144,23.52,29%
530393000605,12%,36%,55%,24671,19.08,59%
530393002009,4%,47%,55%,39144,22.11,38%
530396000621,11%,46%,55%,32444,20.54,61%
530396000622,11%,71%,68%,86289,23.94,26%
530396001840,7%,70%,67%,77422,22.89,29%
530396002570,8%,60%,69%,73553,22.69,30%
530399001967,9%,60%,45%,53079,19.66,42%
530402000639,3%,68%,77%,82917,19.42,51%
530405000643,5%,72%,75%,39133,19.69,36%
530411000646,8%,68%,49%,56063,21.25,30%
530417001049,6%,64%,91%,67389,22.50,19%
530420000653,8%,66%,66%,70365,22.96,17%
530423000670,5%,81%,82%,71396,23.62,20%
530423000674,6%,86%,75%,91970,23.74,13%
530423000679,4%,91%,84%,118389,25.70,10%
530423001141,5%,92%,93%,153983,24.21,4%
530426002117,12%,61%,68%,74132,21.69,21%
530447000703,12%,76%,70%,31722,22.16,37%
530447000709,10%,66%,64%,47426,21.15,54%
530456000716,8%,74%,78%,93651,23.21,15%
530462002259,5%,65%,87%,65000,22.20,30%
530474000728,10%,38%,86%,44334,18.88,64%
530483000730,24%,60%,77%,32879,18.76,98%
530486003317,11%,67%,73%,73051,20.98,32%
530486003322,10%,74%,77%,102266,19.27,34%
530486003335,10%,74%,77%,102266,21.96,29%
530492000749,5%,75%,70%,64475,22.59,15%
530492002599,8%,75%,83%,73466,22.81,20%
530495000755,10%,56%,70%,50781,21.30,23%
530498000761,1%,96%,83%,154025,26.77,3%
530501000768,6%,67%,80%,63166,21.57,26%
530502000770,11%,60%,75%,34319,23.94,33%
530513002760,17%,49%,31%,41451,21.89,23%
530516000780,14%,63%,58%,46939,21.37,28%
530522000792,10%,67%,70%,65508,20.03,45%
530525000796,12%,56%,49%,46533,20.98,47%
530528000798,16%,38%,32%,47167,16.51,99%
530531000803,8%,55%,75%,59479,22.50,39%
530537000805,6%,53%,73%,57418,20.32,37%
530540000813,11%,65%,50%,45625,20.40,55%
530543000818,17%,53%,50%,47257,21.13,57%
530543001188,7%,75%,65%,75467,24.91,15%
530546000825,10%,46%,64%,49556,19.42,34%
530549000827,9%,56%,73%,55531,22.40,33%
530561000833,11%,56%,60%,29965,20.23,45%
530564002321,7%,79%,77%,81632,21.23,14%
530567000839,8%,54%,82%,59393,22.45,41%
530570000842,20%,69%,56%,38896,20.57,56%
530573000848,7%,44%,69%,52841,18.64,59%
530576000852,6%,77%,95%,62034,23.96,18%
530576003201,8%,70%,82%,72966,22.96,26%
530579000859,8%,58%,79%,54874,20.52,35%
530585000869,6%,67%,61%,46136,23.16,27%
530585000872,15%,62%,85%,64810,21.50,23%
530585001208,13%,65%,75%,58842,19.10,31%
530591000876,9%,84%,80%,70793,23.47,14%
530591000884,7%,92%,71%,97778,24.99,13%
530591001994,8%,83%,72%,84063,24.52,9%
530594000903,8%,69%,72%,49527,21.35,28%
530606002528,11%,63%,48%,23438,21.74,51%
530615000920,9%,63%,67%,48508,20.67,45%
530618000923,16%,81%,27%,45016,23.50,24%
530618000937,6%,86%,71%,74167,24.62,16%
530622000940,9%,63%,67%,48508,19.57,54%
530624000942,12%,57%,83%,45432,21.94,44%
530630000945,7%,75%,57%,47482,24.21,29%
530642000951,11%,43%,74%,34552,20.27,60%
530645000953,5%,61%,78%,84688,21.15,30%
530648000957,7%,36%,64%,40975,19.08,61%
530657000969,12%,27%,55%,31927,16.37,66%
530657003292,7%,66%,89%,78232,18.61,61%
530669000985,8%,79%,80%,82213,22.72,17%
530669001793,6%,82%,68%,65057,23.50,8%
530678000994,11%,71%,77%,50915,19.59,40%
530682001002,7%,77%,58%,36736,22.89,36%
530684001007,14%,76%,75%,42404,23.55,32%
530690001012,14%,58%,75%,55386,21.91,45%
530693001020,10%,84%,41%,14326,24.47,19%
530696001028,16%,62%,66%,61250,21.57,24%
530696001038,9%,63%,52%,57500,22.33,25%
530696002809,7%,64%,84%,71530,22.47,20%
530702001047,11%,52%,54%,37128,19.25,46%
530708001055,12%,39%,79%,38219,20.30,66%
530711001058,12%,64%,72%,73241,20.91,42%
530714001060,6%,49%,57%,39419,17.98,60%
530721001063,8%,70%,86%,75274,23.45,29%
530723001077,4%,64%,70%,70594,20.71,38%
530723001080,11%,74%,86%,79435,22.50,29%
530723001082,10%,70%,63%,32397,18.30,55%
530732001093,6%,63%,56%,46366,23.08,26%
530732001095,7%,89%,73%,90714,24.01,20%
530735001105,8%,75%,95%,91758,22.08,23%
530744002013,12%,51%,73%,57083,22.91,40%
530747002267,11%,57%,74%,58314,22.16,39%
530762001123,9%,22%,73%,43958,18.81,99%
530765001125,5%,67%,65%,51083,22.74,25%
530771001138,6%,89%,76%,77444,23.47,16%
530771001149,12%,67%,44%,55956,20.64,51%
530771001150,6%,59%,77%,79655,18.52,56%
530771001168,9%,80%,66%,87941,18.93,52%
530771001171,6%,88%,78%,77474,24.87,34%
530771001187,3%,71%,66%,65673,22.94,28%
530771001222,9%,83%,53%,68371,23.50,26%
530771001236,5%,61%,70%,61905,15.07,72%
530771001239,4%,92%,94%,95139,24.89,13%
530771001262,4%,92%,77%,73058,19.91,33%
530771002349,6%,87%,88%,88889,16.39,46%
530771002842,3%,90%,56%,66636,24.57,19%
530774001279,14%,64%,65%,47868,21.32,41%
530777001282,6%,72%,60%,50245,20.69,29%
530783001289,11%,57%,55%,31476,23.13,32%
530790001295,12%,58%,78%,48500,22.18,48%
530792001315,11%,67%,74%,62364,24.16,23%
530792001317,6%,76%,51%,51719,23.96,22%
530802001328,7%,67%,66%,56679,22.86,18%
530802003217,5%,84%,85%,106570,23.21,9%
530804001330,10%,76%,70%,77425,23.38,10%
530810001337,14%,53%,58%,36707,19.69,54%
530813001341,9%,56%,43%,38770,18.00,68%
530816001357,8%,63%,54%,48967,21.06,29%
530819001878,8%,84%,75%,64107,23.96,20%
530825001385,9%,78%,62%,52009,22.01,34%
530825001386,10%,55%,56%,38200,18.30,68%
530825001399,22%,51%,16%,14494,21.67,45%
530825001407,4%,68%,74%,38656,21.50,36%
530834001423,7%,67%,50%,52767,22.45,20%
530846001807,10%,69%,58%,57207,22.52,13%
530852001436,10%,68%,48%,47262,20.86,43%
530855002168,12%,62%,83%,56442,21.89,30%
530861001446,9%,63%,59%,59325,21.98,24%
530861002998,6%,56%,80%,76220,20.74,22%
530867001449,16%,18%,58%,28624,15.42,92%
530870001466,9%,67%,75%,50556,19.15,63%
530870001476,16%,52%,62%,29583,17.76,69%
530870001488,10%,61%,68%,62063,17.59,64%
530870001502,9%,77%,53%,37396,22.47,32%
530870001513,6%,67%,71%,62037,21.20,37%
530870002846,22%,76%,4%,18816,21.81,24%
530876001519,5%,75%,83%,105255,22.84,10%
530882001522,8%,61%,66%,75556,20.37,40%
530891001527,9%,56%,73%,55531,22.37,41%
530894001530,11%,46%,71%,35427,19.57,52%
530897001534,9%,24%,67%,27399,16.20,85%
530910001544,6%,71%,71%,57336,22.79,24%
530910002602,8%,63%,52%,50385,22.84,22%
530918001549,15%,79%,61%,44073,22.84,27%
530927001557,11%,62%,41%,40820,23.42,20%
530927001560,15%,56%,29%,26703,17.52,67%
530927001569,15%,56%,25%,38090,20.05,58%
530927002508,14%,66%,40%,44000,24.30,19%
530927002555,13%,81%,84%,68167,22.06,24%
530930001591,6%,84%,75%,66401,24.99,13%
530933001594,13%,59%,57%,44500,21.50,41%
530936002070,9%,22%,73%,43958,17.37,97%
530945001609,11%,73%,69%,55123,22.28,40%
530948001617,13%,18%,53%,32202,17.10,100%
530951001619,15%,40%,76%,41894,16.42,62%
530954001624,9%,71%,89%,77772,21.57,30%
530960001628,8%,45%,64%,44836,19.13,45%
530966001639,10%,46%,56%,37036,22.01,46%
530969001648,9%,67%,59%,43359,21.40,36%
530972001654,2%,63%,79%,66536,21.81,27%
530978003153,12%,54%,89%,66667,21.69,24%
530981001664,3%,65%,59%,47960,22.59,35%
530984001668,5%,51%,74%,42476,21.45,34%
530993001676,9%,56%,73%,55531,20.64,57%
531005001682,12%,63%,62%,62590,19.66,34%
531011001689,11%,34%,54%,33598,18.76,74%
531011001690,7%,64%,60%,42955,18.96,63%
531014001716,10%,61%,50%,46278,20.81,31%
550001602378,3%,53%,81%,48404,23.10,34%
550001700686,5%,50%,75%,44676,21.80,27%
550003000002,5%,42%,69%,42472,20.30,47%
550004202234,11%,60%,18%,17361,16.50,92%
550005002637,6%,87%,100%,42870,18.10,71%
550005802763,3%,58%,58%,43147,21.90,28%
550006000005,10%,54%,51%,44663,21.00,60%
550006102807,6%,56%,72%,41743,22.10,37%
550006402496,14%,52%,50%,29646,18.10,70%
550006602865,18%,39%,16%,31818,16.80,93%
550015000016,10%,49%,68%,39386,23.40,28%
550021000020,5%,50%,71%,43112,20.80,44%
550024000024,10%,47%,80%,43250,21.10,36%
550027000026,6%,68%,78%,51058,23.90,27%
550030000030,8%,59%,53%,45176,21.70,30%
550033000033,8%,62%,78%,62135,22.70,16%
550036000037,6%,42%,46%,25716,21.80,36%
550039000047,5%,66%,69%,56905,22.80,30%
550039000048,7%,61%,65%,47031,23.00,39%
550039000597,1%,82%,75%,84271,24.10,18%
550039002825,5%,58%,67%,29393,20.90,26%
550042000068,5%,45%,55%,46285,22.10,31%
550045000070,5%,52%,73%,52500,22.90,31%
550051000073,3%,77%,46%,41957,21.80,44%
550054000081,8%,74%,68%,54375,24.00,18%
550057000087,6%,42%,90%,58977,22.70,24%
550060000091,6%,45%,83%,54160,21.50,24%
550063000093,7%,42%,81%,39195,23.10,36%
550072000094,5%,63%,77%,59332,22.70,19%
550075000098,9%,55%,65%,48242,20.90,39%
550078000101,5%,67%,85%,68578,21.80,21%
550081000103,11%,51%,47%,38673,23.20,31%
550084000112,4%,62%,84%,66371,21.20,13%
550087000114,7%,47%,68%,46832,19.20,43%
550096000123,7%,56%,78%,52870,23.40,33%
550099000132,4%,65%,79%,67200,23.90,17%
550105000146,14%,36%,49%,32776,19.30,61%
550108000156,8%,61%,60%,53460,20.60,28%
550114000162,10%,45%,61%,40731,22.60,30%
550123000172,4%,63%,78%,63892,22.20,16%
550126000175,5%,56%,42%,42380,20.80,35%
550135000184,4%,60%,71%,58852,22.90,21%
550147000189,5%,50%,79%,53088,22.90,30%
550150000193,9%,47%,58%,42240,22.90,38%
550159000202,9%,47%,74%,49005,22.60,31%
550168000207,4%,54%,81%,60585,23.60,20%
550174000212,5%,54%,71%,45045,21.30,27%
550177000214,3%,87%,83%,93199,25.30,9%
550177000215,9%,88%,89%,78519,25.70,8%
550180000230,7%,74%,80%,67420,20.10,39%
550183000235,10%,47%,67%,38295,21.00,43%
550189000237,8%,58%,43%,46735,22.20,25%
550204000248,7%,47%,77%,48333,24.20,23%
550207000250,5%,47%,73%,60495,19.20,36%
550210000255,6%,69%,84%,72909,24.30,18%
550213000257,8%,55%,56%,37435,22.30,27%
550216000259,5%,51%,70%,62161,22.60,16%
550234000263,4%,53%,81%,60755,20.80,29%
550243000267,5%,61%,87%,60846,23.20,11%
550246000270,7%,86%,83%,76061,25.50,6%
550252000279,6%,48%,66%,55131,21.00,19%
550255000282,16%,55%,75%,40673,23.00,29%
550261000292,11%,48%,61%,46250,20.60,33%
550264000296,4%,52%,78%,57953,22.20,22%
550267000302,8%,47%,68%,45469,22.00,32%
550270000307,4%,58%,80%,53056,24.00,23%
550273000309,5%,42%,69%,42472,21.90,27%
550276000314,7%,52%,70%,48514,21.00,25%
550279000316,6%,64%,68%,57997,21.50,33%
550282000318,9%,69%,85%,56799,22.90,14%
550288000324,6%,52%,77%,51377,23.30,36%
550291000327,13%,49%,55%,39730,19.70,32%
550297000330,8%,58%,66%,40926,23.60,35%
550303000333,4%,57%,77%,53571,22.40,14%
550306000336,12%,45%,66%,38314,20.60,44%
550309000344,6%,55%,52%,46285,21.10,41%
550315000348,3%,52%,72%,48517,23.50,20%
550318000355,3%,73%,79%,71615,23.00,17%
550321000361,4%,78%,75%,66391,24.80,12%
550324000365,6%,60%,89%,45987,21.10,27%
550327000371,6%,69%,84%,72909,22.60,20%
550351000376,4%,89%,77%,106938,23.80,8%
550351002861,4%,89%,77%,106938,24.00,9%
550364000386,6%,54%,73%,53256,20.70,47%
550366000388,4%,52%,73%,65294,23.00,15%
550369000392,1%,70%,78%,45231,23.80,21%
550381000396,7%,66%,77%,45469,22.90,40%
550384000136,5%,51%,75%,48214,22.90,25%
550386000406,8%,57%,58%,39937,23.40,29%
550402000410,6%,61%,84%,72442,23.20,19%
550405000429,4%,82%,38%,43700,22.50,21%
550405000431,3%,76%,80%,54213,20.40,36%
550408000441,5%,53%,81%,59909,21.80,18%
550411000443,6%,63%,63%,46875,22.20,30%
550420000450,4%,55%,75%,50046,23.30,27%
550423000453,4%,73%,73%,57991,23.70,24%
550426000456,5%,60%,74%,58787,21.70,0%
550429000459,8%,61%,70%,51944,22.10,23%
550432000464,6%,54%,69%,58566,21.80,16%
550438000474,11%,43%,69%,48373,20.00,29%
550444000478,4%,63%,76%,62820,22.40,22%
550450000481,4%,64%,81%,61450,23.40,20%
550453000484,9%,69%,85%,56799,21.60,22%
550459000486,4%,64%,80%,47404,22.90,27%
550465000490,8%,56%,79%,37298,20.90,30%
550468000498,5%,68%,71%,57554,22.50,32%
550474000510,5%,69%,57%,55404,22.90,23%
550483000522,5%,76%,87%,89917,23.60,13%
550486000526,8%,54%,61%,35164,20.50,49%
550489000530,4%,62%,81%,63352,21.60,16%
550489002801,5%,58%,71%,68242,25.30,31%
550492000533,4%,64%,90%,76225,22.50,10%
550496000536,5%,61%,66%,55278,22.40,15%
550498000543,8%,49%,77%,43333,21.40,40%
550516000557,7%,63%,65%,72375,23.70,13%
550522000561,8%,72%,70%,48385,22.90,16%
550525000564,8%,43%,66%,42625,19.40,27%
550528000568,5%,38%,79%,40074,23.10,46%
550549000584,4%,81%,85%,57798,24.00,18%
550552000587,7%,54%,73%,59485,23.40,21%
550561002248,3%,80%,81%,85592,24.20,12%
550567000602,14%,50%,60%,36795,23.50,33%
550567002704,14%,50%,60%,36795,20.60,1%
550582000618,9%,31%,63%,26724,20.80,62%
550582000636,7%,68%,83%,50855,21.70,40%
550582000638,5%,73%,68%,52458,22.40,34%
550582000644,22%,49%,64%,42900,20.90,63%
550591002254,7%,73%,78%,49879,24.40,15%
550594000653,9%,55%,44%,38796,21.90,34%
550597000657,5%,45%,73%,43065,23.50,29%
550600000661,6%,71%,86%,51250,22.20,19%
550603000664,8%,63%,65%,58309,24.50,12%
550606000672,6%,70%,77%,72094,23.30,17%
550612000677,5%,59%,69%,51226,23.40,19%
550618000678,7%,77%,79%,55045,25.10,7%
550627000690,7%,75%,67%,39710,22.40,46%
550630000696,4%,57%,77%,53571,23.10,21%
550645000701,3%,46%,75%,57383,20.70,9%
550648000703,7%,46%,85%,45405,21.70,26%
550654000706,7%,70%,85%,65438,22.70,20%
550657000712,7%,54%,71%,58750,21.40,20%
550660000715,5%,61%,96%,87679,23.00,12%
550663000716,5%,67%,73%,58547,23.90,14%
550666000721,4%,53%,86%,66875,22.90,9%
550669000729,4%,80%,80%,74779,24.40,9%
550675000733,9%,60%,48%,37639,21.50,35%
550678000738,7%,50%,84%,51955,21.90,23%
550681000740,7%,49%,62%,40610,21.70,26%
550684000742,7%,60%,80%,53433,22.50,22%
550687000745,5%,56%,78%,51763,21.40,21%
550702000757,6%,72%,72%,59191,22.20,31%
550702000770,20%,43%,39%,37019,21.30,41%
550705000778,6%,47%,64%,46083,22.10,29%
550717000783,7%,65%,73%,59976,21.70,27%
550726000787,5%,55%,71%,51150,21.30,24%
550729000793,4%,57%,71%,56280,21.80,18%
550732000801,18%,53%,52%,37155,20.50,43%
550732000828,10%,59%,58%,48625,22.60,33%
550732001461,10%,64%,59%,62679,20.40,38%
550732002754,14%,59%,50%,28611,19.70,29%
550738000837,3%,64%,67%,60213,21.90,18%
550741000841,4%,50%,89%,51414,22.10,14%
550744000844,5%,55%,82%,54612,22.10,16%
550747000850,6%,55%,66%,46030,22.80,11%
550750000853,4%,72%,82%,74892,24.20,0%
550753000854,5%,72%,76%,48400,22.40,33%
550753000865,10%,57%,47%,30869,22.50,38%
550759000877,8%,53%,30%,36136,22.50,37%
550765000884,9%,61%,73%,47479,22.60,36%
550771000887,5%,70%,78%,58669,23.20,17%
550777000891,3%,59%,78%,46288,22.70,17%
550816000901,6%,60%,66%,57870,22.20,21%
550819000905,3%,74%,78%,66506,22.90,17%
550822000908,5%,51%,71%,54946,22.10,16%
550825000912,5%,38%,85%,47170,20.90,29%
550828000915,9%,55%,65%,48242,22.00,31%
550834000918,4%,57%,80%,61786,22.80,13%
550852000925,8%,79%,50%,38995,20.70,51%
550852000937,5%,89%,95%,83804,23.80,33%
550852000941,5%,77%,72%,50968,19.90,47%
550852000967,3%,99%,92%,39855,24.70,31%
550855000968,5%,50%,78%,61861,20.90,28%
550861000976,10%,56%,73%,40859,21.50,31%
550864000987,7%,68%,76%,57253,23.20,30%
550867000992,5%,53%,81%,59909,24.30,10%
550870000995,7%,62%,76%,27208,21.80,37%
550873001005,13%,48%,59%,38091,22.90,36%
550876001011,8%,43%,82%,48125,21.90,24%
550879001013,7%,60%,56%,62279,22.00,28%
550882001021,7%,54%,61%,37060,24.80,21%
550885001025,4%,46%,50%,37830,22.80,36%
550888001030,8%,50%,59%,52500,21.20,21%
550891001035,2%,83%,81%,68818,24.90,13%
550894001043,9%,58%,76%,40075,23.10,28%
550900001051,6%,58%,77%,55901,21.50,28%
550903001059,5%,64%,57%,43304,21.00,43%
550906002338,1%,68%,73%,68299,23.50,16%
550907001070,13%,53%,33%,28315,18.00,65%
550909001079,7%,68%,59%,45057,22.50,30%
550913001085,5%,83%,62%,54241,25.90,6%
550921001099,6%,57%,60%,34694,22.30,32%
550951001107,9%,73%,56%,46136,25.30,13%
550957001118,8%,60%,76%,58063,22.10,20%
550960000670,2%,53%,81%,50179,13.20,80%
550960000681,9%,65%,4%,10321,15.50,89%
550960001127,5%,83%,83%,70370,15.40,88%
550960001180,9%,53%,67%,45044,15.60,75%
550960001199,25%,52%,15%,30411,19.80,46%
550960001218,8%,62%,32%,25227,14.60,86%
550960001221,13%,63%,36%,50685,15.50,73%
550960001235,9%,49%,73%,31817,14.10,84%
550960001237,9%,89%,95%,24655,16.50,66%
550960001247,20%,23%,50%,22708,14.40,86%
550960001273,5%,67%,52%,52750,18.70,46%
550960002272,14%,71%,49%,59423,14.70,81%
550960002339,11%,60%,18%,17361,17.20,63%
550960002603,33%,50%,35%,13325,16.60,73%
550960002608,12%,55%,34%,33684,14.10,86%
550960002700,24%,38%,34%,40016,14.40,84%
550960002730,21%,29%,2%,28295,14.00,88%
550960002755,12%,24%,64%,34925,19.20,83%
550960002782,5%,60%,55%,42212,16.90,65%
550960002822,2%,86%,78%,79643,16.30,69%
550960002931,2%,70%,52%,40000,16.30,70%
550960002979,10%,65%,32%,41470,19.10,74%
550960003342,10%,67%,89%,57893,19.60,57%
550960003370,17%,48%,41%,33893,12.80,81%
550963001274,6%,71%,56%,38684,23.10,38%
550966001276,4%,67%,76%,57250,21.60,16%
550972002934,11%,55%,70%,40789,20.60,39%
550975001283,6%,56%,88%,60000,22.80,15%
550978001287,6%,57%,45%,41161,24.40,22%
550981001291,8%,72%,75%,56008,22.80,16%
550984001298,9%,48%,55%,42378,22.70,28%
550987001303,6%,50%,68%,42760,21.00,37%
550996001308,6%,57%,69%,54394,22.70,22%
550999001312,5%,73%,77%,64141,24.40,11%
551006001319,2%,67%,81%,71316,23.40,10%
551014001328,7%,45%,68%,48125,20.50,31%
551017001335,3%,70%,80%,84464,23.20,11%
551023001338,10%,49%,70%,38848,19.40,44%
551032001348,3%,59%,40%,45708,24.20,23%
551035001357,8%,53%,80%,39979,21.40,32%
551038001360,10%,57%,65%,43668,21.40,27%
551047001366,5%,81%,97%,92356,24.70,7%
551047001372,2%,79%,88%,66087,23.30,15%
551050001376,3%,64%,85%,71719,21.70,19%
551053001379,6%,58%,83%,49621,22.60,19%
551056001382,7%,53%,70%,50529,20.80,41%
551059001384,9%,44%,71%,48417,21.60,19%
551062001390,10%,73%,76%,57135,23.30,26%
551074001399,7%,50%,67%,47011,19.80,31%
551077001402,6%,45%,74%,49792,19.00,40%
551083001411,5%,69%,76%,66800,21.70,23%
551086001415,6%,60%,72%,57500,20.90,11%
551089001421,6%,67%,55%,56318,23.00,13%
551092001428,8%,47%,79%,51071,22.00,37%
551095001435,6%,55%,66%,42338,23.60,23%
551098001441,5%,56%,82%,59917,22.20,21%
551101001447,6%,60%,67%,45745,23.20,20%
551107001466,2%,75%,83%,74614,22.50,11%
551110001470,5%,78%,70%,67868,23.80,13%
551113001476,7%,57%,68%,51875,22.10,25%
551116001480,6%,63%,74%,58634,21.80,19%
551119001495,6%,53%,46%,45080,21.50,40%
551119001496,6%,60%,69%,40614,23.40,22%
551122001508,4%,58%,76%,50792,21.60,22%
551131001510,8%,38%,82%,42313,22.40,36%
551135002274,8%,54%,76%,53598,22.70,19%
